epoch;accuracy;loss;val_accuracy;val_loss
0;0.11636363714933395;5.250860691070557;0.10333333164453506;2.2810890674591064
1;0.13545455038547516;3.7409040927886963;0.10000000149011612;2.285249948501587
2;0.17636363208293915;3.3182132244110107;0.10000000149011612;2.342745065689087
3;0.1963636428117752;3.028045654296875;0.10000000149011612;2.5274133682250977
4;0.23545454442501068;2.834462881088257;0.10000000149011612;2.447906494140625
5;0.2818181812763214;2.516629457473755;0.10000000149011612;2.614492654800415
6;0.3763636350631714;2.149447202682495;0.10000000149011612;2.688392162322998
7;0.4636363685131073;1.785291075706482;0.10000000149011612;2.6985373497009277
8;0.5218181610107422;1.5100566148757935;0.1133333370089531;2.58687424659729
9;0.5763636231422424;1.3158646821975708;0.14000000059604645;2.500565528869629
10;0.614545464515686;1.2269139289855957;0.1599999964237213;2.3273696899414062
11;0.671818196773529;1.042610764503479;0.15666666626930237;2.2952327728271484
12;0.6972727179527283;0.9273733496665955;0.2266666740179062;2.1462619304656982
13;0.7263636589050293;0.7968516945838928;0.24666666984558105;2.079387664794922
14;0.7545454502105713;0.746871829032898;0.3400000035762787;2.073476552963257
15;0.7554545402526855;0.7711279988288879;0.4266666769981384;1.8537030220031738
16;0.7718181610107422;0.7220391631126404;0.4866666793823242;1.8667248487472534
17;0.8045454621315002;0.5175400376319885;0.4933333396911621;1.6648602485656738
18;0.835454523563385;0.5095899701118469;0.5;1.7962957620620728
19;0.8327272534370422;0.4640609323978424;0.5333333611488342;1.643097996711731
20;0.8454545736312866;0.41613349318504333;0.5299999713897705;1.9581557512283325
21;0.8681818246841431;0.38376137614250183;0.5533333420753479;2.145881175994873
22;0.8899999856948853;0.32341471314430237;0.5299999713897705;1.8538334369659424
23;0.921818196773529;0.23007027804851532;0.550000011920929;1.9975513219833374
24;0.9136363863945007;0.2530718147754669;0.54666668176651;2.107483386993408
25;0.9154545664787292;0.22922074794769287;0.5666666626930237;2.0803604125976562
26;0.9090909361839294;0.23538285493850708;0.5566666722297668;2.255826234817505
27;0.921818196773529;0.21065722405910492;0.5133333206176758;2.8830089569091797
28;0.9445454478263855;0.1622026115655899;0.5;2.8056371212005615
29;0.9336363673210144;0.17964257299900055;0.5533333420753479;2.5539450645446777
