epoch;accuracy;loss;val_accuracy;val_loss
0;0.1218181848526001;2.2910265922546387;0.1433333307504654;2.259751081466675
1;0.21090908348560333;2.1825931072235107;0.14666666090488434;2.157423973083496
2;0.35545453429222107;1.800093412399292;0.44999998807907104;1.5310803651809692
3;0.5736363530158997;1.2035681009292603;0.5166666507720947;1.4248628616333008
4;0.6881818175315857;0.8917958736419678;0.5299999713897705;1.3042463064193726
5;0.7590909004211426;0.7349583506584167;0.5199999809265137;1.441868782043457
6;0.807272732257843;0.5624257326126099;0.5233333110809326;1.5046849250793457
7;0.8527272939682007;0.42139074206352234;0.5366666913032532;1.5047900676727295
8;0.8863636255264282;0.35878002643585205;0.5099999904632568;1.3441989421844482
9;0.8845454454421997;0.3122991621494293;0.5400000214576721;1.5393328666687012
10;0.9118182063102722;0.26810842752456665;0.550000011920929;1.5413107872009277
11;0.9300000071525574;0.21935254335403442;0.5233333110809326;1.8714184761047363
12;0.9399999976158142;0.17717592418193817;0.5600000023841858;1.7634412050247192
13;0.9581817984580994;0.12947505712509155;0.5533333420753479;1.715233564376831
14;0.9790909290313721;0.09537515789270401;0.5433333516120911;1.8314353227615356
15;0.9836363792419434;0.07047576457262039;0.5400000214576721;1.9753475189208984
16;0.9809091091156006;0.0712711438536644;0.5799999833106995;1.7920831441879272
17;0.9936363697052002;0.03544091060757637;0.5766666531562805;2.114940881729126
18;0.996363639831543;0.02819712460041046;0.5433333516120911;2.2519736289978027
19;0.9954545497894287;0.02693001925945282;0.5533333420753479;2.2478392124176025
20;0.9990909099578857;0.01814291439950466;0.5600000023841858;2.1590542793273926
21;0.9954545497894287;0.024699855595827103;0.6100000143051147;2.1374223232269287
22;0.9918181896209717;0.027662478387355804;0.5833333134651184;2.3466084003448486
23;0.9981818199157715;0.014032899402081966;0.5833333134651184;2.397463083267212
24;1.0;0.0060131908394396305;0.5699999928474426;2.415597438812256
25;1.0;0.0046657659113407135;0.5666666626930237;2.506359100341797
26;1.0;0.0036694249138236046;0.5633333325386047;2.568739175796509
27;1.0;0.0029236648697406054;0.5600000023841858;2.600084066390991
28;1.0;0.0025361559819430113;0.5366666913032532;2.6580073833465576
29;1.0;0.0023288337979465723;0.5566666722297668;2.701763391494751
