epoch;accuracy;loss;val_accuracy;val_loss
0;0.12545454502105713;2.296717405319214;0.17666666209697723;2.2786591053009033
1;0.17909090220928192;2.241002082824707;0.1666666716337204;2.247776508331299
2;0.22363635897636414;2.1704800128936768;0.20000000298023224;2.2219834327697754
3;0.28090909123420715;2.028522491455078;0.2633333206176758;2.032423973083496
4;0.4399999976158142;1.6887553930282593;0.33666667342185974;1.7452119588851929
5;0.5645454525947571;1.2828832864761353;0.41999998688697815;1.508347511291504
6;0.6381818056106567;1.0636887550354004;0.41333332657814026;1.5241334438323975
7;0.7200000286102295;0.8386240005493164;0.5;1.3208729028701782
8;0.7572727203369141;0.7036690711975098;0.46000000834465027;1.473241925239563
9;0.7672727108001709;0.6761351823806763;0.47999998927116394;1.3888665437698364
10;0.8136363625526428;0.5664909482002258;0.4933333396911621;1.4739789962768555
11;0.8227272629737854;0.5270397663116455;0.5099999904632568;1.3475029468536377
12;0.8518182039260864;0.4739893674850464;0.5;1.3546360731124878
13;0.8445454835891724;0.43622368574142456;0.5199999809265137;1.4598239660263062
14;0.8763636350631714;0.3739871680736542;0.5066666603088379;1.559099793434143
15;0.9027272462844849;0.31741273403167725;0.550000011920929;1.4722460508346558
16;0.9172727465629578;0.27975189685821533;0.5433333516120911;1.51300048828125
17;0.9227272868156433;0.2500430941581726;0.5333333611488342;1.585996389389038
18;0.9390909075737;0.2125074714422226;0.5199999809265137;1.699343204498291
19;0.9472727179527283;0.19308233261108398;0.5266666412353516;1.7636191844940186
20;0.9536363482475281;0.16177760064601898;0.49666666984558105;2.0144894123077393
21;0.9545454382896423;0.16109773516654968;0.5199999809265137;1.9415709972381592
22;0.942727267742157;0.17129532992839813;0.4933333396911621;2.028991222381592
23;0.9618181586265564;0.14268448948860168;0.5066666603088379;2.140181064605713
24;0.9763636589050293;0.10424531996250153;0.46666666865348816;2.2708919048309326
25;0.9827272891998291;0.0885661318898201;0.550000011920929;2.0599663257598877
